case_no,status_dttm,status,code,description,violation_stno,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_city,contact_state,contact_zip,sam_id,latitude,longitude,location
V130009,2012-08-01 13:56:21,Closed,105.1,Failure to Obtain Permit,1,King,ST,Dorchester,MA,02122,16,"JOHN MCDONALD, CONDO TRUSTEE",DORCHESTER,MA,02122,81753.0,42.29173953035638,-71.06223060429346,"(42.29173953035638, -71.06223060429346)"
V130008,2012-08-01 13:55:25,Closed,r116.2,Unsafe and Dangerous,11,Sayward,ST,Dorchester,MA,02125,15,11 SAYWARD ST,DORCHESTER,MA,02125,123725.0,42.31410953745967,-71.06852056844873,"(42.31410953745967, -71.06852056844873)"
V130005,2012-08-01 11:43:27,Closed,3307.1,Protection of Adj. Property,1,Nearen,RO,Charlestown,MA,02129,02,1 NEAREN RO,CHARLESTOWN,MA,02129,100484.0,42.37669852028994,-71.05892240763097,"(42.37669852028994, -71.05892240763097)"
V127751,2012-07-26 11:59:34,Closed,1009.2,Means of Egress; Headroom,10,Hanover,AV,Boston,MA,02109,03,"10 HANOVER AVE, APT 2",BOSTON,MA,02109,69034.0,42.36581951168983,-71.05245041606275,"(42.36581951168983, -71.05245041606275)"
V125744,2012-07-26 11:58:13,Closed,104.6,Right of Entry,869,Fourth,ST,South Boston,MA,02127,06,869 E FOURTH ST,SOUTH BOSTON,MA,02127,60056.0,42.334709482671,-71.02871043226118,"(42.334709482671, -71.02871043226118)"
V127082,2012-07-26 11:42:01,Closed,116.2,Unsafe and Dangerous,619,Walk Hill,ST,Mattapan,MA,02126,18,33 Blue Hill Terrace Street,Milton,MA,02186,141684.0,42.28042958108094,-71.09750070950352,"(42.28042958108094, -71.09750070950352)"
V122752,2012-07-26 11:38:26,Closed,116.1,Unsafe and Dangerous,68,Willow,CT,Dorchester,MA,02125,07,1 SCOTT PLACE,S BOSTON,MA,02127,150194.0,42.32427777109368,-71.06358289470961,"(42.324277771093676, -71.06358289470961)"
V128560,2012-07-26 11:35:14,Closed,110.7,Periodic Inspections,20,Hudson,ST,Boston,MA,02111,03,20 Hudson St,Boston,Ma,02111,75859.0,42.35042049723077,-71.06000081075884,"(42.35042049723077, -71.06000081075884)"
V129942,2012-07-25 12:09:22,Closed,105.1,Failure to Obtain Permit,157,Maverick,ST,East Boston,MA,02128,01,10 Hillside Avenue,Lincoln,RI,02865,92960.0,42.369659492882185,-71.03814037612392,"(42.369659492882185, -71.03814037612392)"
V129941,2012-07-25 11:34:11,Closed,10.02 (18),Proper Maintenance,1436,Centre,ST,Roslindale,MA,02131,20,"28 Chrtistys Drive, Suite 4",Brockton,Ma,02401,163070.0,42.29334381001494,-71.13686035416451,"(42.29334381001494, -71.13686035416451)"
V129940,2012-07-25 11:29:36,Closed,210.25 B,Common area branch circuits,26,Broadway,,South Boston,MA,02127,06,"John F Cincota, Agent",Canton,Ma,02021,157818.0,42.34281884705869,-71.05657313906998,"(42.34281884705869, -71.05657313906998)"
V129940,2012-07-25 11:29:36,Closed,110.11,Deteriorating Agents,26,Broadway,,South Boston,MA,02127,06,"John F Cincota, Agent",Canton,Ma,02021,157818.0,42.34281884705869,-71.05657313906998,"(42.34281884705869, -71.05657313906998)"
V129940,2012-07-25 11:29:36,Closed,110.12,Mechanical Execution of Work,26,Broadway,,South Boston,MA,02127,06,"John F Cincota, Agent",Canton,Ma,02021,157818.0,42.34281884705869,-71.05657313906998,"(42.34281884705869, -71.05657313906998)"
V129940,2012-07-25 11:29:36,Closed,210.25 A,Dwelling unit branch circuits.,26,Broadway,,South Boston,MA,02127,06,"John F Cincota, Agent",Canton,Ma,02021,157818.0,42.34281884705869,-71.05657313906998,"(42.34281884705869, -71.05657313906998)"
V129872,2012-07-24 12:24:22,Closed,116.2,Unsafe and Dangerous,52,Lanark,RD,Brighton,MA,02135,21,52 LANARK RD,Brighton,MA,02164,83766.0,42.33981963801627,-71.1466306863513,"(42.33981963801627, -71.1466306863513)"
V129871,2012-07-24 12:20:27,Closed,110.1,Inspections,52,Lanark,RD,Brighton,MA,02135,21,52 LANARK RD,Brighton,MA,02164,83766.0,42.33981963801627,-71.1466306863513,"(42.33981963801627, -71.1466306863513)"
V129870,2012-07-24 12:16:32,Closed,116.2,Unsafe and Dangerous,265,Silver,ST,South Boston,MA,02127,06,265 Silver St,South Boston,Ma,02127,127410.0,42.33667950913056,-71.04870047356403,"(42.33667950913056, -71.04870047356403)"
V128368,2012-07-24 11:25:05,Closed,105.1,Failure to Obtain Permit,141,Howard,AV,Dorchester,MA,02125,13,141 Howard Ave #3,Ddorchester,MA,02122,75505.0,42.31550954702103,-71.0756405818417,"(42.31550954702103, -71.0756405818417)"
V129869,2012-07-24 11:13:02,Closed,110.1,Inspections,186,Chestnut Hill,AV,Brighton,MA,02135,21,186 CHESTNUT HILL AVE,BRIGHTON,MA,02134,172610.0,42.34090759015018,-71.15451088424743,"(42.34090759015018, -71.15451088424743)"
V129868,2012-07-24 10:53:32,Closed,101.4.4,Maintenance,24B,Fleet,ST,Boston,MA,02113,03,24 FLEET STREET,BOSTON,MA,02113,165291.0,42.3647237991552,-71.05270563856823,"(42.3647237991552, -71.05270563856823)"
V129867,2012-07-24 09:56:47,Closed,R105.1,Failure to Secure Permit,31,Iroquois,ST,Mission Hill,MA,02120,10,31 IROQUOIS STREET CONDO TRUST,ROXBURY,MA,02120,172073.0,42.33027749441607,-71.1041266237805,"(42.33027749441607, -71.1041266237805)"
V129866,2012-07-24 09:43:22,Closed,116.2,Unsafe and Dangerous,190,Savin Hill,AV,Dorchester,MA,02125,13,190 SAVIN HILL AVE UNIT 2,DORCHESTER,MA,02125,123250.0,42.309039513124105,-71.05001053761804,"(42.309039513124105, -71.05001053761804)"
V129787,2012-07-24 09:34:49,Closed,116.2,Unsafe and Dangerous,21,Prospect,ST,Charlestown,MA,02129,02,21 PROSPECT ST CONDO ASSOC,CHARLESTOWN,MA,02129,113451.0,42.37537951792565,-71.0576904075425,"(42.375379517925644, -71.0576904075425)"
V129864,2012-07-24 08:51:23,Closed,"780 CMR , Chapter 27",Mass. State Electrical Code,12,Murray Hill,RD,Roslindale,MA,02131,19,37 CAPE VIEW ST,FAIRHAVEN,MA,02719,99560.0,42.28746961988906,-71.12628075804642,"(42.28746961988906, -71.12628075804642)"
V129786,2012-07-23 14:39:34,Closed,5115.5,Right of Entry,19,York,ST,Dorchester,MA,02121,14,19 YORK ST,DORCHESTER,MA,02128,153287.0,42.29944955490926,-71.08042062878651,"(42.29944955490926, -71.08042062878651)"
V129784,2012-07-23 14:13:43,Closed,105.1,Failure to Obtain Permit,67,Sydney,ST,Dorchester,MA,02125,13,67 SYDNEY ST,DORCHESTER,MA,02125,133329.0,42.31385951613533,-71.05257053295124,"(42.313859516135324, -71.05257053295124)"
V126363,2012-07-20 09:52:50,Closed,R115.1,Unsafe & Dangerous,3,Castle Rock,ST,Dorchester,MA,02125,13,3 CASTLE ROCK ST,DORCHESTER,MA,02125,26364.0,42.31052951414116,-71.05139053825908,"(42.31052951414116, -71.05139053825908)"
V129428,2012-07-20 09:36:05,Closed,1014.2,Egress thru Intervening Spaces,2,New Whitney,ST,Boston,MA,02115,10,MISSION PARK LLC,BOSTON,MA,02115,342846.0,42.33423750606541,-71.10911763401705,"(42.33423750606541, -71.10911763401705)"
V129600,2012-07-20 09:18:24,Closed,116.2,Unsafe and Dangerous,116,Hazleton,ST,Mattapan,MA,02126,14,116 HAZELTON STREET APT 2,MATTAPAN,MA,02126-0006,72239.0,42.28190792921608,-71.09769386098291,"(42.28190792921608, -71.09769386098291)"
V129602,2012-07-20 09:16:47,Closed,105.1,Failure to Obtain Permit,157,Maverick,ST,East Boston,MA,02128,01,167 ORIENT AVE,PAWTUCKET,RI,02860,92960.0,42.369659492882185,-71.03814037612392,"(42.369659492882185, -71.03814037612392)"
V129531,2012-07-20 09:04:02,Closed,5115.5,Right of Entry,67,Ceylon,ST,Dorchester,MA,02121,14,67 CEYLON ST,DORCHESTER,MA,02121,28548.0,42.3108495439608,-71.07287058540582,"(42.3108495439608, -71.07287058540582)"
V126769,2012-07-19 15:04:05,Closed,104.6,Right of Entry,30,Regina,RD,Dorchester,MA,02124,17,SUE BROCKHAUS,PLANO,TX,75024,115188.0,42.29562954136929,-71.07019061344707,"(42.29562954136929, -71.07019061344707)"
V129529,2012-07-18 09:55:21,Open,4-3,Building or Use of Premise req,145,Stanwood,ST,Dorchester,MA,02121,14,145 STANWOOD ST,DORCHESTER,MA,02121,130268.0,42.30757255067233,-71.07785660348023,"(42.30757255067233, -71.07785660348023)"
V129259,2012-07-17 09:08:33,Closed,105.1,Failure to Obtain Permit,157,Perham,ST,West Roxbury,MA,02132,20,157 PERHAM ST,WEST ROXBURY,MA,02132,109249.0,42.284789676893205,-71.16619085406802,"(42.284789676893205, -71.16619085406802)"
V129254,2012-07-16 12:01:16,Closed,105.1,Failure to Obtain Permit,67,Sydney,ST,Dorchester,MA,02125,13,67 SYDNEY ST,DORCHESTER,MA,02125,133329.0,42.31385951613533,-71.05257053295124,"(42.313859516135324, -71.05257053295124)"
V129185,2012-07-16 11:56:48,Closed,R105.1,Failure to Secure Permit,37,Corona,ST,Dorchester,MA,02124,15,37 CORONA ST,DORCHESTER,MA,02124,43163.0,42.3010095406332,-71.07015060133112,"(42.301009540633196, -71.07015060133112)"
V129256,2012-07-16 11:20:10,Closed,105.1,Failure to Obtain Permit,26,Winton,ST,Roslindale,MA,02131,18,26 WINTON ST,ROSLINDALE,MA,02131,151068.0,42.27483963318047,-71.13356080278373,"(42.27483963318047, -71.13356080278373)"
V129255,2012-07-16 11:18:58,Closed,4-3,Building or Use of Premise req,26,Winton,ST,Roslindale,MA,02131,18,26 WINTON ST,ROSLINDALE,MA,02131,151068.0,42.27483963318047,-71.13356080278373,"(42.27483963318047, -71.13356080278373)"
V129253,2012-07-16 11:06:38,Closed,105.1,Failure to Obtain Permit,252,Princeton,ST,East Boston,MA,02128,01,"252 PRINCETON ST, Apt #1",EAST BOSTON,MA,02128,113265.0,42.379699483876834,-71.03062033734474,"(42.379699483876834, -71.03062033734474)"
V129260,2012-07-16 10:37:21,Closed,105.1,Failure to Obtain Permit,50,Mystic,ST,Charlestown,MA,02129,02,50 Mystic St Condo,Charlestown,Ma,02129,100025.0,42.38059952373544,-71.06220040616859,"(42.38059952373544, -71.06220040616859)"
V129183,2012-07-13 12:10:17,Closed,1001.3.2,Testing & Certification,3,Cooper,ST,Boston,MA,02113,03,239 Lake Shore Drive,Wayland,MA,01778,42408.0,42.364479516058665,-71.05580042837599,"(42.364479516058665, -71.05580042837599)"
V129182,2012-07-13 11:38:44,Closed,105.1,Failure to Obtain Permit,70,Warren,AV,Hyde Park,MA,02136,18,70 WARREN AVE,HYDE PARK,MA,02136,142859.0,42.251079609492734,-71.11512081468301,"(42.251079609492734, -71.11512081468301)"
V129134,2012-07-12 13:51:52,Closed,116.2,Unsafe and Dangerous,10,Wachusett,ST,Jamaica Plain,MA,02130,19,TEN WACHUSETT ST CONDO TRUST,JAMAICA PLAIN,MA,02114,141114.0,42.29710959871878,-71.11207070450178,"(42.29710959871878, -71.11207070450178)"
V129132,2012-07-12 13:30:52,Closed,5115.5,Right of Entry,8,Rich,ST,Mattapan,MA,02126,18,8 RICH ST,MATTAPAN,MA,02126,115615.0,42.27547956901486,-71.08809069951327,"(42.27547956901486, -71.08809069951327)"
V129121,2012-07-12 10:40:58,Closed,R105.1,Failure to Secure Permit,16,Hillock,ST,Roslindale,MA,02131,20,333 BAKER STREET,ROSLINDALE,MA,02132,74070.0,42.283509637648045,-71.13821079460149,"(42.283509637648045, -71.13821079460149)"
V129120,2012-07-12 09:52:40,Closed,1021.1,Minimum Number of Exits,431,Shawmut,AV,Roxbury,MA,02118,09,431 SHAWMUT AVE CONDO TRUST,BOSTON,MA,02118,126257.0,42.339919543008456,-71.07448052387898,"(42.339919543008456, -71.07448052387898)"
V129097,2012-07-12 09:19:42,Closed,400.8,Uses not permitted,139,Blue Hill,AVE,Roxbury,MA,02119,12,19 YORK ST,DORCHESTER,MA,02121,16255.0,42.32009954993019,-71.07801057626237,"(42.32009954993019, -71.07801057626237)"
V129097,2012-07-12 09:19:42,Closed,314.28,Pull & Junction Boxes,139,Blue Hill,AVE,Roxbury,MA,02119,12,19 YORK ST,DORCHESTER,MA,02121,16255.0,42.32009954993019,-71.07801057626237,"(42.32009954993019, -71.07801057626237)"
V129004,2012-07-11 12:56:51,Closed,105.1,Failure to Obtain Permit,225,Lexington,ST,East Boston,MA,02128,01,"225 LEXINGTON ST, APT #1",EAST BOSTON,MA,02128,85602.0,42.379749484295,-71.03157033929952,"(42.379749484295, -71.03157033929952)"
V129003,2012-07-11 12:40:21,Closed,116.2,Unsafe and Dangerous,225,Lexington,ST,East Boston,MA,02128,01,"225 LEXINGTON ST, APT #1",EAST BOSTON,MA,02128,85602.0,42.379749484295,-71.03157033929952,"(42.379749484295, -71.03157033929952)"
V129002,2012-07-11 12:26:25,Closed,R105.1,Failure to Secure Permit,11,Pierce,AVE,Dorchester,MA,02122,16,10 PIERCE AVE,DORCHESTER,MA,02122,110197.0,42.28703951923973,-71.05391059641259,"(42.28703951923973, -71.05391059641259)"
V129000,2012-07-11 12:01:25,Closed,111.1,Certificate of Occupancy,703,Hyde Park,AV,Roslindale,MA,02131,18,703 HYDE PARK AVE,Hyde Park,MA,02131,77520.0,42.27633961350534,-71.1199207689466,"(42.27633961350534, -71.1199207689466)"
V128999,2012-07-11 11:44:51,Closed,105.1,Failure to Obtain Permit,124,Norfolk,AV,Roxbury,MA,02119,08,77 Hemlock Drive,Westwood,MA,02090,103094.0,42.327119539937854,-71.07113054566945,"(42.327119539937854, -71.07113054566945)"
V128559,2012-07-10 12:00:24,Closed,107.4,Failed to comply w permit term,493,Dudley,ST,Roxbury,MA,02119,08,37 Norwood St,Dorchester,Ma,02122,164570.0,42.32278551519709,-71.07331248674939,"(42.32278551519709, -71.07331248674939)"
V128566,2012-07-09 13:51:48,Closed,104.6,Right of Entry,568,Lagrange,ST,West Roxbury,MA,02132,20,568 LAGRANGE STREET,WEST ROXBURY,MA,02132,82829.0,42.28539967238943,-71.16356084721362,"(42.28539967238943, -71.16356084721362)"
V128568,2012-07-09 13:42:54,Closed,4-3,Building or Use of Premise req,58,Overlook,RD,West Roxbury,MA,02132,20,58 OVERLOOK RD,WEST ROXBURY,MA,02132,106153.0,42.261599669692245,-71.15784088690583,"(42.261599669692245, -71.15784088690583)"
V128571,2012-07-09 13:31:26,Closed,104.6,Right of Entry,81,Chesbrough,RD,West Roxbury,MA,02132,20,81 CHESBROUGH RD,WEST ROXBURY,MA,02132,30782.0,42.28252967808529,-71.1675808623324,"(42.28252967808529, -71.1675808623324)"
V128570,2012-07-09 13:23:21,Closed,104.6,Right of Entry,16,Peak Hill,RD,Roslindale,MA,02132,20,& MARIE UMANA,WEST ROXBURY,MA,02132,108761.0,42.290999644049535,-71.14441079201357,"(42.290999644049535, -71.14441079201357)"
V128572,2012-07-09 12:06:23,Closed,105.1,Failure to Obtain Permit,58,Overlook,RD,West Roxbury,MA,02132,20,58 OVERLOOK RD,WEST ROXBURY,MA,02132,106153.0,42.261599669692245,-71.15784088690583,"(42.261599669692245, -71.15784088690583)"
V128569,2012-07-09 11:56:30,Closed,104.6,Right of Entry,68,Cohasset,ST,Roslindale,MA,02131,20,68 COHASSET ST,ROSLINDALE,MA,02131,34318.0,42.28424962819022,-71.13155077804302,"(42.28424962819022, -71.13155077804302)"
V128575,2012-07-09 11:54:31,Closed,116.2,Unsafe and Dangerous,77,Dix,ST,Dorchester,MA,02122,16,509 SYCAMORE AVE,GLENDORA,CA,91740-0518,47911.0,42.29578006065439,-71.05803859623086,"(42.29578006065439, -71.05803859623086)"
V128573,2012-07-09 11:53:35,Closed,104.6,Right of Entry,103,Stimson,ST,West Roxbury,MA,02132,20,103 STIMSON ST,WEST ROXBURY,MA,02132,130646.0,42.26167967350237,-71.16080089451572,"(42.261679673502364, -71.16080089451572)"
V128567,2012-07-09 11:52:07,Closed,104.6,Right of Entry,200,Beech,ST,Roslindale,MA,02131,20,200 BEECH ST,ROSLINDALE,MA,02131,13150.0,42.28190964367328,-71.14228080738755,"(42.28190964367328, -71.14228080738755)"
V128565,2012-07-09 11:41:20,Closed,104.6,Right of Entry,364,Harvard,ST,Dorchester,MA,02124,14,364 HARVARD ST,DORCHESTER CENTER,MA,02124,70860.0,42.29156956992784,-71.09032066838475,"(42.29156956992784, -71.09032066838475)"
V128707,2012-07-09 11:15:28,Closed,4-3,Building or Use of Premise req,2,Vernon,ST,Hyde Park,MA,02136,18,8 VERNON STREET,HYDE PARK,MA,02136,344662.0,42.251879635821886,-71.13962321777653,"(42.251879635821886, -71.13962321777653)"
V128491,2012-07-09 09:41:45,Closed,R115.1,Unsafe & Dangerous,543,Second,ST,South Boston,MA,02127,06,30 H ST,S BOSTON,MA,02127,124347.0,42.33701549998627,-71.0414414569996,"(42.33701549998627, -71.0414414569996)"
V128489,2012-07-09 09:40:47,Closed,R105.1,Failure to Secure Permit,61,Sydney,ST,Dorchester,MA,02125,13,JEFF CARBONE  AND JOAN KREMER TRUSTEE,DORCHESTER,MA,02125,133323.0,42.31358951545429,-71.0526205342334,"(42.31358951545429, -71.0526205342334)"
V128490,2012-07-09 09:12:34,Closed,116.2,Unsafe and Dangerous,554,Columbia,RD,Dorchester,MA,02125,13,NICHOLAS VERENIS TRUSTEE,QUINCY,MA,02186,340680.0,42.3163502310574,-71.0661513221396,"(42.3163502310574, -71.0661513221396)"
V117455,2012-07-03 10:43:54,Closed,101.4.4,Maintenance,139,Stoughton,ST,Dorchester,MA,02125,13,139 Stoughton Street,Dorchester,MA,02125,131109.0,42.314829526870234,-71.06072054986724,"(42.314829526870234, -71.06072054986724)"
V127750,2012-07-03 09:41:31,Closed,116.2,Unsafe and Dangerous,75,Eutaw,ST,East Boston,MA,02128,01,WELLS FARGO,SAN FRANCISCO,CA,94163,54732.0,42.3794694914749,-71.03647035016355,"(42.3794694914749, -71.03647035016355)"
V128440,2012-07-03 09:27:27,Closed,116.2,Unsafe and Dangerous,35,Philbrick,ST,Roslindale,MA,02131,18,35 PHILBRICK ST,ROSLINDALE,MA,02131,109958.0,42.28556960939871,-71.11820074457535,"(42.28556960939871, -71.11820074457535)"
V128371,2012-07-03 09:25:23,Closed,1006.1,Number of Exits or Exit Access,710,Broadway,,South Boston,MA,02127,06,"151 Coolidge Ave, Apt 104",WATERTOWN,MA,02472,156130.0,42.336171060232054,-71.03651160448372,"(42.336171060232054, -71.03651160448372)"
V128377,2012-07-03 09:22:49,Closed,105.1,Failure to Obtain Permit,21,Inwood,ST,Dorchester,MA,02125,15,21 Inwood St,Dorchester,MA,02125,78805.0,42.30641953915877,-71.06926058759151,"(42.30641953915877, -71.06926058759151)"
V128370,2012-07-03 09:20:48,Closed,105.1,Failure to Obtain Permit,15,Burrell,ST,Roxbury,MA,02119,08,15 Burrell St Apt B,Roxbury,MA,02119,23941.0,42.32247694498835,-71.07169642937109,"(42.32247694498835, -71.07169642937109)"
V128372,2012-07-03 09:18:04,Closed,105.1,Failure to Obtain Permit,163,Old Colony,AV,South Boston,MA,02127,07,25 Lakeside Drive,Braintree,MA,02184,105071.0,42.33402951807706,-71.05504049426584,"(42.33402951807706, -71.05504049426584)"
V128373,2012-07-03 09:15:12,Closed,104.6,Right of Entry,64,Parsons,ST,Brighton,MA,02135,22,64 PARSONS ST,BRIGHTON,MA,02135,108361.0,42.35219964610257,-71.15486067778706,"(42.35219964610257, -71.15486067778706)"
V128439,2012-07-03 09:14:35,Open,R105.1,Failure to Secure Permit,139,Blue Hill,AVE,Roxbury,MA,02119,12,19 YORK ST,DORCHESTER,MA,02121,16255.0,42.32009954993019,-71.07801057626237,"(42.32009954993019, -71.07801057626237)"
V128374,2012-07-03 09:11:00,Closed,116.2,Unsafe and Dangerous,121,Portland,ST,Boston,MA,02114,03,State Financial Service Inc.,Boston,MA,02114,112312.0,42.36360152278657,-71.06054244110958,"(42.36360152278657, -71.06054244110958)"
V128376,2012-07-03 09:05:37,Closed,116,Unsafe Structures,22,Wellington,ST,Roxbury,MA,02118,09,22 Wellington St,Boston,Ma,02118,147424.0,42.34165955363892,-71.08223053767315,"(42.34165955363892, -71.08223053767315)"
V128275,2012-06-28 12:27:55,Closed,105.1,Failure to Obtain Permit,75,Wallingford,RD,Brighton,MA,02135,21,75 Wallingford Road,Brighton,Ma,02135,141865.0,42.34401964387733,-71.15135068795095,"(42.344019643877324, -71.15135068795095)"
V128274,2012-06-28 12:19:54,Closed,105.1,Failure to Obtain Permit,8,Sheafe,ST,Charlestown,MA,02129,02,8 Sheafe ST,Charlestown,MA,02129,126583.0,42.3803695262647,-71.0646404123918,"(42.3803695262647, -71.0646404123918)"
V109845,2012-06-28 09:18:57,Closed,230.3,Meter Tapping,318,Blue Hill,AV,Dorchester,MA,02121,14,BAYVIEW LOAN SERVICING LLC,CORAL GABLES,FL,33145,162162.0,42.31361655227019,-71.07911646040047,"(42.31361655227019, -71.07911646040047)"
V109845,2012-06-28 09:18:57,Closed,MGL Chapter 143 Sec 3L,Electrical Work w/out a Permit,318,Blue Hill,AV,Dorchester,MA,02121,14,BAYVIEW LOAN SERVICING LLC,CORAL GABLES,FL,33145,162162.0,42.31361655227019,-71.07911646040047,"(42.31361655227019, -71.07911646040047)"
V109965,2012-06-28 09:16:35,Closed,101.4.4,Maintenance,318,Blue Hill,AV,Dorchester,MA,02121,14,BAYVIEW LOAN SERVICING LLC,CORAL GABLES FL,MA,33145,162162.0,42.31361655227019,-71.07911646040047,"(42.31361655227019, -71.07911646040047)"
V128211,2012-06-28 08:38:29,Closed,105.1,Failure to Obtain Permit,141,Howard,AV,Dorchester,MA,02125,13,141 HOWARD AVE,DORCHESTER,MA,02125,75505.0,42.31550954702103,-71.0756405818417,"(42.31550954702103, -71.0756405818417)"
V128212,2012-06-28 08:34:20,Closed,116.2,Unsafe and Dangerous,10,Coffey,ST,Dorchester,MA,02122,16,VICTORY PROPERTY MANAGEMENT INC,SALEM,MA,01970,34179.0,42.288979514902394,-71.05058058400637,"(42.288979514902394, -71.05058058400637)"
V98001,2012-06-28 08:24:38,Closed,104.6,Right of Entry,318,Blue Hill,AV,Dorchester,MA,02121,14,BAYVIEW LOAN SERVICING LLC,CORAL GABLES,FL,33145,162162.0,42.31361655227019,-71.07911646040047,"(42.31361655227019, -71.07911646040047)"
V127755,2012-06-26 14:38:01,Closed,907.2.1.2,Fire Alarm Ent. Response,200,High,ST,Boston,MA,02110,03,TWO HUNDRED MTG,WAYLAND,MA,01778,155937.0,42.35676609265793,-71.05198940237769,"(42.35676609265793, -71.05198940237769)"
V127754,2012-06-26 14:37:22,Closed,110.7,Periodic Inspections,200,High,ST,Boston,MA,02110,03,TWO HUNDRED MTG ASSOC LP,WAYLAND,MA,01778,155937.0,42.35676609265793,-71.05198940237769,"(42.35676609265793, -71.05198940237769)"
V127753,2012-06-26 14:35:27,Closed,110.7,Periodic Inspections,127,Broad,ST,Boston,MA,02110,03,TWO HUNDRED MTG ASSOC LP,WAYLAND,MA,01778,20463.0,42.35696951220884,-71.05203043533574,"(42.35696951220884, -71.05203043533574)"
V128050,2012-06-26 14:18:36,Closed,104.6,Right of Entry,209,Lexington,ST,East Boston,MA,02128,01,17 HARDING AVE,WALTHAM,MA,02453,85588.0,42.37951948540623,-71.03215034153696,"(42.37951948540623, -71.03215034153696)"
V128049,2012-06-26 14:05:27,Closed,105.1,Failure to Obtain Permit,131,Princeton,ST,East Boston,MA,02128,01,4 Brookfield Road,Winthrop,MA,02152,113165.0,42.37785948811366,-71.03464034966305,"(42.37785948811366, -71.03464034966305)"
V128048,2012-06-26 13:54:50,Closed,116.2,Unsafe and Dangerous,63,Falcon,ST,East Boston,MA,02128,01,63 FALCON ST,EAST BOSTON,MA,02128,56066.0,42.3818094916852,-71.03706034686972,"(42.381809491685196, -71.03706034686972)"
V128047,2012-06-26 11:51:23,Closed,104.6,Right of Entry,116,Eutaw,ST,East Boston,MA,02128,01,116 EUTAW ST,EAST BOSTON,MA,02128,54671.0,42.380261488970774,-71.03519934709476,"(42.380261488970774, -71.03519934709476)"
V128046,2012-06-26 11:45:16,Closed,105.1,Failure to Obtain Permit,227,Everett,ST,East Boston,MA,02128,01,227 EVERETT ST CONDO,QUINCY,MA,02169,165105.0,42.365540147121095,-71.03060335534147,"(42.365540147121095, -71.03060335534147)"
V128041,2012-06-26 09:57:43,Closed,116.2,Unsafe and Dangerous,495,Fourth,ST,South Boston,MA,02127,07,E FOURTH ST LLC,SUDBURY,MA,01776,59777.0,42.33439950511308,-71.04540047125415,"(42.33439950511308, -71.04540047125415)"
V128040,2012-06-26 09:50:34,Closed,116.2,Unsafe and Dangerous,191,K,ST,South Boston,MA,02127,06,ALLISON AUSTIN TRUSTEE UNIT 5,SOUTH BOSTON,MA,02127,166670.0,42.33663364997732,-71.03763865978118,"(42.33663364997732, -71.03763865978118)"
V127980,2012-06-25 13:31:26,Closed,248 CMR,Mass State Plumbing Code,210,Willow,ST,West Roxbury,MA,02132,20,210 WILLOW ST,WEST ROXBURY,MA,02132,150269.0,42.292959661575736,-71.15680081500597,"(42.292959661575736, -71.15680081500597)"
V127267,2012-06-22 11:26:04,Closed,1001.3.2,Testing & Certification,70,London,ST,East Boston,MA,02128,01,15 Livesey Road,Quincy,MA,02171,87064.0,42.37178949599946,-71.04053037642785,"(42.37178949599946, -71.04053037642785)"
V127535,2012-06-22 11:11:03,Closed,105.1,Failure to Obtain Permit,5,Corwin,ST,Dorchester,MA,02122,15,5 CORWIN ST,DORCHESTER,MA,02122,43223.0,42.302047529422126,-71.06194858109845,"(42.302047529422126, -71.06194858109845)"
V127536,2012-06-22 11:08:07,Closed,116.2,Unsafe and Dangerous,27,Holiday,ST,Dorchester,MA,02124,15,27 HOLIDAY ST,DORCHESTER,MA,02124,74594.0,42.30204954031897,-71.07000059876316,"(42.30204954031897, -71.07000059876316)"
V127538,2012-06-22 11:06:27,Closed,4-3,Building or Use of Premise req,8,Fredonia,ST,Dorchester,MA,02124,15,96 DAKOTA ST,DORCHESTER,MA,02124,60780.0,42.30011953893089,-71.06891860079106,"(42.30011953893089, -71.06891860079106)"
V127541,2012-06-22 10:59:23,Closed,104.6,Right of Entry,19,Eutaw,ST,East Boston,MA,02128,01,19 EUTAW ST UNIT 2,EAST BOSTON,MA,02128,54690.0,42.378609494092146,-71.03885035725875,"(42.378609494092146, -71.03885035725875)"
V127571,2012-06-22 10:57:40,Closed,104.6,Right of Entry,252,Princeton,ST,East Boston,MA,02128,01,252 PRINCETON ST APT 1,EAST BOSTON,MA,02128,113265.0,42.379699483876834,-71.03062033734474,"(42.379699483876834, -71.03062033734474)"
V127585,2012-06-22 10:55:38,Closed,105.1,Failure to Obtain Permit,299,Bennington,ST,East Boston,MA,02128,01,29 WILMINGTON ROAD,BURLINGTON,MA,01803,14708.0,42.37877948038633,-71.02804033385283,"(42.37877948038633, -71.02804033385283)"
V127586,2012-06-22 10:53:10,Closed,105.1,Failure to Obtain Permit,321,Huntington,AV,Jamaica Plain,MA,02130,10,321 SOUTH HUNTINGTON AV,JAMAICA PLAIN,MA,02130,76716.0,42.324262595124495,-71.11252364423328,"(42.324262595124495, -71.11252364423328)"
V127625,2012-06-22 10:49:27,Closed,R105.1,Failure to Secure Permit,11,Pierce,AVE,Dorchester,MA,02122,16,10 PIERCE AVE,DORCHESTER,MA,02122,110197.0,42.28703951923973,-71.05391059641259,"(42.28703951923973, -71.05391059641259)"
